Company,Ticker,Price,Beta
ROIVANT SCIENCES LTD. (XNAS:ROIV),ROIV,$14.37 ,1.15
"ROCKWELL AUTOMATION, INC. (XNYS:ROK)",ROK,$350.40 ,1.41
"ROKU, INC. (XNAS:ROKU)",ROKU,$95.38 ,2.13
"ROLLINS, INC. (XNYS:ROL)",ROL,$57.78 ,0.69
"ROOT, INC. (XNAS:ROOT)",ROOT,$98.63 ,2.25
"ROPER TECHNOLOGIES, INC. (XNAS:ROP)",ROP,$517.39 ,1.02
"ROSS STORES, INC. (XNAS:ROST)",ROST,$150.50 ,1.18
REPAY HOLDINGS CORPORATION (XNAS:RPAY),RPAY,$5.89 ,1.63
"RAPID7, INC. (XNAS:RPD)",RPD,$19.82 ,0.95
RPM INTERNATIONAL INC. (XNYS:RPM),RPM,$127.30 ,1.05
ROYALTY PHARMA PLC (XNAS:RPRX),RPRX,$36.44 ,0.59
"RED RIVER BANCSHARES, INC. (XNAS:RRBI)",RRBI,$64.55 ,0.53
RANGE RESOURCES CORPORATION (XNYS:RRC),RRC,$34.84 ,0.51
RED ROCK RESOURCES PLC (XLON:RRR),RRR,0.03,1.09
Regal Rexnord Corporation (XNYS:RRX),RRX,$144.16 ,1.18
"RELIANCE, INC. (XNYS:RS)",RS,$296.05 ,0.88
RESOLUTE MINING LIMITED (XASX:RSG),RSG,$0.86 ,1.25
"RUSH STREET INTERACTIVE, INC. (XNYS:RSI)",RSI,$21.34 ,1.93
RTX CORPORATION (XNYS:RTX),RTX,$157.65 ,0.65
RTYU5,RTYU5,#FIELD!,#FIELD!
RUMBLE INC. (XNAS:RUM),RUM,$7.33 ,0.71
SUNRUN INC. (XNAS:RUN),RUN,$17.05 ,2.41
"RUSH ENTERPRISES, INC. (XNAS:RUSHA)",RUSHA,$57.66 ,0.91
"RUSH ENTERPRISES, INC. (XNAS:RUSHB)",RUSHB,$58.05 ,0.91
"REVOLVE GROUP, INC. (XNYS:RVLV)",RVLV,$23.74 ,1.91
"REVOLUTION MEDICINES, INC. (XNAS:RVMD)",RVMD,$45.70 ,1.23
"REVVITY, INC. (XNYS:RVTY)",RVTY,$84.72 ,1
"REDWOOD TRUST, INC. (XNYS:RWT)",RWT,$6.23 ,1.49
"RXO, INC. (XNYS:RXO)",RXO,$17.16 ,1.51
"RECURSION PHARMACEUTICALS, INC. (XNAS:RXRX)",RXRX,$4.88 ,0.9
"RxSight, Inc. (XNAS:RXST)",RXST,$9.73 ,1.17
RAYONIER ADVANCED MATERIALS INC. (XNYS:RYAM),RYAM,$6.15 ,2.6
"RYAN SPECIALTY HOLDINGS, INC. (XNYS:RYAN)",RYAN,$51.71 ,0.63
RYERSON HOLDING CORPORATION (XNYS:RYI),RYI,$22.40 ,1.68
RAYONIER INC. (XNYS:RYN),RYN,$26.64 ,1.02
"RHYTHM PHARMACEUTICALS, INC. (XNAS:RYTM)",RYTM,$99.80 ,2.15
"SENTINELONE, INC. (XNYS:S)",S,$18.39 ,0.78
SABRE CORPORATION (XNAS:SABR),SABR,$1.84 ,1.53
SAFEHOLD INC. (XNYS:SAFE),SAFE,$16.55 ,1.86
"SAFETY INSURANCE GROUP, INC. (XNAS:SAFT)",SAFT,$74.17 ,0.26
"SONIC AUTOMOTIVE, INC. (XNYS:SAH)",SAH,$83.00 ,0.98
"SAIA, INC. (XNAS:SAIA)",SAIA,$312.56 ,2.01
SCIENCE APPLICATIONS INTERNATIONAL CORPORATION (XNAS:SAIC),SAIC,$104.40 ,0.47
"SAILPOINT, INC. (XNAS:SAIL)",SAIL,$20.50 ,1.27
"THE BOSTON BEER COMPANY, INC. (XNYS:SAM)",SAM,$220.20 ,0.84
Sana Biotechnology Inc (XNAS:SANA),SANA,$3.17 ,1.89
SANMINA CORPORATION (XNAS:SANM),SANM,$120.12 ,1.2
"STANDARDAERO, INC. (XNYS:SARO)",SARO,$27.28 ,1.22
ECHOSTAR CORPORATION (XNAS:SATS),SATS,$77.08 ,0.94
"SAFE BULKERS, INC. (XNYS:SB)",SB,$4.41 ,1.28
SBA Communications Corporation (XNAS:SBAC),SBAC,$194.61 ,0.83
SEACOAST BANKING CORPORATION OF FLORIDA (XNAS:SBCF),SBCF,$30.81 ,0.96
"SINCLAIR, INC. (XNAS:SBGI)",SBGI,$13.61 ,1.29
"SALLY BEAUTY HOLDINGS, INC. (XNYS:SBH)",SBH,$15.06 ,1.32
"SABRA HEALTH CARE REIT, INC. (XNAS:SBRA)",SBRA,$18.93 ,0.83
"SOUTHSIDE BANCSHARES, INC. (XNYS:SBSI)",SBSI,$30.50 ,0.65
STARBUCKS CORPORATION (XNAS:SBUX),SBUX,$82.78 ,1.01
SOUTHERN COPPER CORPORATION (XNYS:SCCO),SCCO,$104.70 ,0.98
SCHOLASTIC CORPORATION (XNAS:SCHL),SCHL,$26.87 ,1.24
THE CHARLES SCHWAB CORPORATION (XNYS:SCHW),SCHW,$93.29 ,0.98
SERVICE CORPORATION INTERNATIONAL (XNYS:SCI),SCI,$80.00 ,0.9
STEPAN COMPANY (XNYS:SCL),SCL,$48.92 ,0.97
SCPHARMACEUTICALS INC. (XNAS:SCPH),SCPH,$5.63 ,0.3
STEELCASE INC. (XNYS:SCS),SCS,$16.92 ,1.27
"SCANSOURCE, INC. (XNAS:SCSC)",SCSC,$44.18 ,1.37
"SHOE CARNIVAL, INC. (XNAS:SCVL)",SCVL,$23.66 ,1.38
"SANDRIDGE ENERGY, INC. (XNYS:SD)",SD,$11.59 ,0.91
"SCHRODINGER, INC. (XNAS:SDGR)",SDGR,$18.66 ,1.74
Seadrill Limited (XNYS:SDRL),SDRL,$32.89 ,#FIELD!
VIVID SEATS INC. (XNAS:SEAT),SEAT,$16.62 ,0.97
SEABOARD CORPORATION (XNYS:SEB),SEB,"$3,906.56 ",0.24
SEEING MACHINES LIMITED (XLON:SEE),SEE,2.87,0.99
Seaport Entertainment Group Inc. (XNYS:SEG),SEG,$24.77 ,#FIELD!
"SOLARIS ENERGY INFRASTRUCTURE, INC. (XNYS:SEI)",SEI,$31.37 ,1.08
SEI INVESTMENTS COMPANY (XNAS:SEIC),SEIC,$87.37 ,0.98
SELECT MEDICAL HOLDINGS CORPORATION (XNYS:SEM),SEM,$12.66 ,1.29
"SEMRUSH HOLDINGS, INC. (XNYS:SEMR)",SEMR,$7.47 ,1.64
SENECA FOODS CORPORATION (XNAS:SENEA),SENEA,$111.19 ,0.21
"SEPTERNA, INC. (XNAS:SEPN)",SEPN,$14.01 ,2.66
SEZZLE INC. (XNAS:SEZL),SEZL,$87.25 ,3.63
SF,SF,#FIELD!,#FIELD!
"SERVISFIRST BANCSHARES, INC. (XNYS:SFBS)",SFBS,$83.99 ,0.88
"SMITHFIELD FOODS, INC. (XNAS:SFD)",SFD,$23.93 ,0.44
"STITCH FIX, INC. (XNAS:SFIX)",SFIX,$5.87 ,2.13
SFL CORPORATION LTD. (XNYS:SFL),SFL,$8.23 ,0.53
"Sprouts Farmers Market, Inc. (XNAS:SFM)",SFM,$137.58 ,0.83
SIMMONS FIRST NATIONAL CORPORATION (XNAS:SFNC),SFNC,$20.46 ,0.97
"SOUTHERN FIRST BANCSHARES, INC. (XNAS:SFST)",SFST,$44.58 ,0.83
"SWEETGREEN, INC. (XNYS:SG)",SG,$8.63 ,2.02
SGHC Limited (XNYS:SGHC),SGHC,$12.70 ,1.1
Somnigroup International Inc. (XNYS:SGI),SGI,$85.56 ,1.32
"SURGERY PARTNERS, INC. (XNAS:SGRY)",SGRY,$22.01 ,1.86
SHAKE SHACK INC. (XNYS:SHAK),SHAK,$102.24 ,1.69
"SHORE BANCSHARES, INC. (XNAS:SHBI)",SHBI,$17.02 ,1.1
SOTERA HEALTH COMPANY (XNAS:SHC),SHC,$16.01 ,1.84
Shenandoah Telecommunications Company (XNAS:SHEN),SHEN,$13.35 ,0.79
"SHOALS TECHNOLOGIES GROUP, INC. (XNAS:SHLS)",SHLS,$6.98 ,1.62
"SUNSTONE HOTEL INVESTORS, INC. (XNYS:SHO)",SHO,$9.46 ,1.3
"STEVEN MADDEN, LTD. (XNAS:SHOO)",SHOO,$31.46 ,1.21
THE SHERWIN-WILLIAMS COMPANY (XNYS:SHW),SHW,$366.91 ,1.22
"SI-BONE, INC. (XNAS:SIBN)",SIBN,$16.08 ,0.87
SIGNET JEWELERS LIMITED (XNYS:SIG),SIG,$92.48 ,1.23
"SIGA TECHNOLOGIES, INC. (XNAS:SIGA)",SIGA,$8.88 ,0.95
"SELECTIVE INSURANCE GROUP, INC. (XNAS:SIGI)",SIGI,$78.70 ,0.38
"Sila Realty Trust, Inc. (XNYS:SILA)",SILA,$25.36 ,0.17
SIRIUS XM HOLDINGS INC. (XNAS:SIRI),SIRI,$23.56 ,0.93
SITE CENTERS CORP. (XNYS:SITC),SITC,$9.03 ,1.36
"SITEONE LANDSCAPE SUPPLY, INC. (XNYS:SITE)",SITE,$141.94 ,1.62
SITIME CORPORATION (XNAS:SITM),SITM,$255.95 ,2.33
"STEVEN MADDEN, LTD. (XFRA:SJM)",SJM,� 25.80,1.21
THE BEAUTY HEALTH COMPANY (XNAS:SKIN),SKIN,$2.35 ,1.23
Tanger Inc. (XNYS:SKT),SKT,$34.54 ,1.37
"SKYWARD SPECIALTY INSURANCE GROUP, INC. (XNAS:SKWD)",SKWD,$47.68 ,0.51
"SKECHERS U.S.A., INC. (XNYS:SKX)",SKX,$63.25 ,1.22
"CHAMPION HOMES, INC (XNYS:SKY)",SKY,$76.44 ,1.17
"SKYWATER TECHNOLOGY, INC. (XNAS:SKYT)",SKYT,$10.42 ,3.41
"SKYWEST, INC. (XNAS:SKYW)",SKYW,$108.18 ,1.91
SILICON LABORATORIES INC. (XNAS:SLAB),SLAB,$133.79 ,1.53
Schlumberger N.V. (XNYS:SLB),SLB,$36.19 ,1
"SOLID POWER, INC. (XNAS:SLDP)",SLDP,$3.76 ,1.83
SL GREEN REALTY CORP. (XNYS:SLG),SLG,$63.00 ,1.76
SILGAN HOLDINGS INC. (XNYS:SLGN),SLGN,$44.34 ,0.71
SLM CORPORATION (XNAS:SLM),SLM,$28.97 ,1.16
"Soleno Therapeutics, Inc. (XNAS:SLNO)",SLNO,$59.99 ,-2.74
"SIMULATIONS PLUS, INC. (XNAS:SLP)",SLP,$14.22 ,0.99
"SELECTQUOTE, INC. (XNYS:SLQT)",SLQT,$2.01 ,1.33
SYLVAMO CORPORATION (XNYS:SLVM),SLVM,$43.85 ,0.88
SM ENERGY COMPANY (XNYS:SM),SM,$26.99 ,2.34
"SmartStop Self Storage REIT, Inc. (XNYS:SMA)",SMA,$38.40 ,0.48
"SOUTHERN MISSOURI BANCORP, INC. (XNAS:SMBC)",SMBC,$56.54 ,1.04
"SmartFinancial, Inc. (XNYS:SMBK)",SMBK,$37.08 ,0.81
"SUPER MICRO COMPUTER, INC. (XNAS:SMCI)",SMCI,$44.12 ,1.54
THE SCOTTS MIRACLE-GRO COMPANY (XNYS:SMG),SMG,$61.31 ,1.97
SUMMIT THERAPEUTICS INC. (XNAS:SMMT),SMMT,$18.09 ,-1.09
"STANDARD MOTOR PRODUCTS, INC. (XNYS:SMP)",SMP,$40.64 ,0.66
THE SIMPLY GOOD FOODS COMPANY (XNAS:SMPL),SMPL,$27.66 ,0.56
NUSCALE POWER CORPORATION (XNYS:SMR),SMR,$35.20 ,2.04
SEMTECH CORPORATION (XNAS:SMTC),SMTC,$60.34 ,1.98
"SHARKNINJA, INC. (XNYS:SN)",SN,$117.24 ,1.44
SNAP-ON INCORPORATED (XNYS:SNA),SNA,$329.10 ,0.77
SLEEP NUMBER CORPORATION (XNAS:SNBR),SNBR,$10.11 ,1.82
"SUN COUNTRY AIRLINES HOLDINGS, INC. (XNAS:SNCY)",SNCY,$13.50 ,1.63
SANDISK CORPORATION (XNAS:SNDK),SNDK,$83.47 ,2
"SCHNEIDER NATIONAL, INC. (XNYS:SNDR)",SNDR,$24.40 ,1.1
"SYNDAX PHARMACEUTICALS, INC. (XNAS:SNDX)",SNDX,$16.13 ,0.69
STONEX GROUP INC. (XNAS:SNEX),SNEX,$99.07 ,0.53
SNOWFLAKE INC. (XNYS:SNOW),SNOW,$226.69 ,1.22
"SYNOPSYS, INC. (XNAS:SNPS)",SNPS,$428.00 ,1.14
SYNOVUS FINANCIAL CORP. (XNYS:SNV),SNV,$51.71 ,1.24
TD SYNNEX CORPORATION (XNYS:SNX),SNX,$152.18 ,1.42
THE SOUTHERN COMPANY (XNYS:SO),SO,$91.74 ,0.41
SABLE OFFSHORE CORP. (XNYS:SOC),SOC,$23.62 ,0.6
"SOFI TECHNOLOGIES, INC. (XNAS:SOFI)",SOFI,$26.37 ,1.94
SOLVENTUM CORPORATION (XNYS:SOLV),SOLV,$73.27 ,0.59
SONOCO PRODUCTS COMPANY. (XNYS:SON),SON,$46.36 ,0.68
"SONOS, INC. (XNAS:SONO)",SONO,$15.03 ,2.24
"SOUNDHOUND AI, INC. (XNAS:SOUN)",SOUN,$14.49 ,2.78
"SPECTRUM BRANDS HOLDINGS, INC. (XNYS:SPB)",SPB,$54.34 ,0.82
"SOUTH PLAINS FINANCIAL, INC. (XNAS:SPFI)",SPFI,$40.63 ,0.68
"SIMON PROPERTY GROUP, INC. (XNYS:SPG)",SPG,$183.43 ,1.53
S&P Global Inc. (XNYS:SPGI),SPGI,$547.32 ,1.22
SPHERE ENTERTAINMENT CO. (XNYS:SPHR),SPHR,$57.66 ,1.73
Sapiens International Corporation N.V. (XNAS:SPNS),SPNS,$42.99 ,0.94
SIRIUSPOINT LTD. (XNYS:SPNT),SPNT,$18.93 ,0.78
"SPOK HOLDINGS, INC. (XNAS:SPOK)",SPOK,$17.57 ,0.47
Spotify Technology SA (XNYS:SPOT),SPOT,$681.63 ,1.68
"SPIRIT AEROSYSTEMS HOLDINGS, INC. (XNYS:SPR)",SPR,$40.65 ,1.73
"ARS PHARMACEUTICALS, INC. (XNAS:SPRY)",SPRY,$10.45 ,0.87
"SPS COMMERCE, INC. (XNAS:SPSC)",SPSC,$112.30 ,0.7
Sprout Social Inc (XNAS:SPT),SPT,$14.10 ,0.88
SPARTANNASH COMPANY (XNAS:SPTN),SPTN,$26.57 ,0.44
"SPX TECHNOLOGIES, INC. (XNYS:SPXC)",SPXC,$191.21 ,1.38
Spire Inc. (XNYS:SR),SR,$76.47 ,0.7
1ST SOURCE CORPORATION (XNAS:SRCE),SRCE,$63.83 ,0.67
"Surmodics, Inc. (XNAS:SRDX)",SRDX,$32.22 ,1.34
SEMPRA (XNYS:SRE),SRE,$82.85 ,0.65
"SAREPTA THERAPEUTICS, INC. (XNAS:SRPT)",SRPT,$17.43 ,0.49
SCHOLAR ROCK HOLDING CORPORATION (XNAS:SRRK),SRRK,$31.59 ,0.42
SRTA,SRTA,#FIELD!,#FIELD!
SOUTHSTATE BANK CORPORATION (XNYS:SSB),SSB,$101.72 ,0.68
"SIMPSON MANUFACTURING CO., INC. (XNYS:SSD)",SSD,$194.26 ,1.31
"SS&C TECHNOLOGIES HOLDINGS, INC. (XNAS:SSNC)",SSNC,$89.72 ,1.24
THE E.W. SCRIPPS COMPANY (XNAS:SSP),SSP,$2.79 ,1.09
SSR Mining Inc. (XNAS:SSRM),SSRM,$22.48 ,-0.14
"SOUNDTHINKING, INC. (XNAS:SSTI)",SSTI,$13.08 ,1.2
"SHUTTERSTOCK, INC. (XNYS:SSTK)",SSTK,$20.46 ,1.09
SENSATA TECHNOLOGIES HOLDING PLC (XNYS:ST),ST,$32.03 ,1.16
STAAR SURGICAL COMPANY (XNAS:STAA),STAA,$27.76 ,0.84
"STAG INDUSTRIAL, INC. (XNYS:STAG)",STAG,$36.20 ,0.94
"S & T BANCORP, INC. (XNAS:STBA)",STBA,$38.95 ,0.94
STEWART INFORMATION SERVICES CORPORATION (XNYS:STC),STC,$74.78 ,0.98
STERIS PUBLIC LIMITED COMPANY (XNYS:STE),STE,$250.33 ,1.01
"Stellar Bancorp, Inc. (XNYS:STEL)",STEL,$31.27 ,0.83
StepStone Group Inc (XNAS:STEP),STEP,$62.82 ,1.36
STAGWELL INC. (XNAS:STGW),STGW,$5.53 ,1.38
SunOpta Inc. (XNAS:STKL),STKL,$6.32 ,1.68
"STEEL DYNAMICS, INC. (XNAS:STLD)",STLD,$134.43 ,1.41
STONECO LTD. (XNAS:STNE),STNE,$18.24 ,1.97
SCORPIO TANKERS INC. (XNYS:STNG),STNG,$56.79 ,-0.03
"STOKE THERAPEUTICS, INC. (XNAS:STOK)",STOK,$23.00 ,1.22
"Strategic Education, Inc. (XNAS:STRA)",STRA,$83.03 ,0.66
"Sterling Infrastructure, Inc. (XNAS:STRL)",STRL,$312.49 ,1.35
STARZ ENTERTAINMENT CORP. (XNAS:STRZ),STRZ,$12.63 ,0.66
STATE STREET CORPORATION (XNYS:STT),STT,$111.96 ,1.49
"STARWOOD PROPERTY TRUST, INC. (XNYS:STWD)",STWD,$20.69 ,1.33
"CONSTELLATION BRANDS, INC. (XNYS:STZ)",STZ,$143.08 ,0.69
"SUN COMMUNITIES, INC. (XNYS:SUI)",SUI,$129.77 ,0.87
"Sunrise Realty Trust, Inc. (XNAS:SUNS)",SUNS,$11.18 ,0.78
"SUPERNUS PHARMACEUTICALS, INC. (XNAS:SUPN)",SUPN,$46.28 ,0.78
SERVICE PROPERTIES TRUST (XNAS:SVC),SVC,$2.83 ,1.87
SAVARA INC. (XNAS:SVRA),SVRA,$3.71 ,0.45
"Savers Value Village, Inc. (XNYS:SVV)",SVV,$12.88 ,0.55
SMURFIT WESTROCK PUBLIC LIMITED COMPANY (XNYS:SW),SW,$45.37 ,1.07
"SMITH & WESSON BRANDS, INC. (XNAS:SWBI)",SWBI,$9.42 ,0.92
"STANLEY BLACK & DECKER, INC. (XNYS:SWK)",SWK,$79.57 ,1.19
"SKYWORKS SOLUTIONS, INC. (XNAS:SWKS)",SWKS,$73.04 ,1.19
"SOUTHWEST GAS HOLDINGS, INC. (XNYS:SWX)",SWX,$79.03 ,0.54
"SUNCOKE ENERGY, INC. (XNYS:SXC)",SXC,$7.76 ,1.05
STANDEX INTERNATIONAL CORPORATION (XNYS:SXI),SXI,$206.77 ,1.15
SENSIENT TECHNOLOGIES CORPORATION (XNYS:SXT),SXT,$108.74 ,0.59
"STOCK YARDS BANCORP, INC. (XNAS:SYBT)",SYBT,$76.86 ,0.66
SYNCHRONY FINANCIAL (XNYS:SYF),SYF,$75.69 ,1.52
STRYKER CORPORATION (XNYS:SYK),SYK,$387.27 ,0.97
SYNAPTICS INCORPORATED (XNAS:SYNA),SYNA,$71.36 ,1.64
"Spyre Therapeutics, Inc. (XNAS:SYRE)",SYRE,$16.17 ,2.92
SYSCO CORPORATION (XNYS:SYY),SYY,$81.06 ,0.84
AT&T INC. (XNYS:T),T,$29.38 ,0.42
"Talkspace, Inc. (XNAS:TALK)",TALK,$2.60 ,1.12
TALOS ENERGY INC. (XNYS:TALO),TALO,$9.66 ,0.75
MOLSON COORS BEVERAGE COMPANY (XNYS:TAP),TAP,$49.03 ,0.66
"TARSUS PHARMACEUTICALS, INC. (XNAS:TARS)",TARS,$52.01 ,0.82
"THE BANCORP, INC. (XNAS:TBBK)",TBBK,$76.64 ,1.34
TURTLE BEACH CORPORATION (XNAS:TBCH),TBCH,$15.28 ,2
"TRUEBLUE, INC. (XNYS:TBI)",TBI,$5.83 ,1.54
"Theravance Biopharma, Inc. (XNAS:TBPH)",TBPH,$13.62 ,-0.03
"TEXAS CAPITAL BANCSHARES, INC. (XNAS:TCBI)",TCBI,$86.41 ,0.68
TRICO BANCSHARES (XNAS:TCBK),TCBK,$45.30 ,0.65
Third Coast Bancshares Inc (XNAS:TCBX),TCBX,$39.54 ,0.76
"TACTILE SYSTEMS TECHNOLOGY, INC. (XNAS:TCMD)",TCMD,$13.54 ,1.04
TUCOWS INC. (XNAS:TCX),TCX,$18.50 ,0.88
TERADATA CORPORATION (XNYS:TDC),TDC,$21.24 ,0.77
TRANSDIGM GROUP INCORPORATED (XNYS:TDG),TDG,"$1,297.26 ",1.03
"Teladoc Health, Inc. (XNYS:TDOC)",TDOC,$7.68 ,1.91
"TELEPHONE AND DATA SYSTEMS, INC. (XNYS:TDS)",TDS,$39.23 ,0.41
THREDUP INC. (XNAS:TDUP),TDUP,$10.95 ,1.76
TIDEWATER INC. (XNYS:TDW),TDW,$59.32 ,1.09
TELEDYNE TECHNOLOGIES INCORPORATED (XNYS:TDY),TDY,$560.73 ,1.11
TEAD,TEAD,#FIELD!,#FIELD!
ATLASSIAN CORPORATION (XNAS:TEAM),TEAM,$177.41 ,0.95
BIO-TECHNE CORPORATION (XNAS:TECH),TECH,$52.45 ,1.48
"TEMPUS AI, INC. (XNAS:TEM)",TEM,$89.93 ,3.28
"TENABLE HOLDINGS, INC. (XNAS:TENB)",TENB,$30.20 ,0.75
"TERADYNE, INC. (XNAS:TER)",TER,$115.97 ,1.8
"TERNS PHARMACEUTICALS, INC. (XNAS:TERN)",TERN,$7.41 ,-0.05
TEREX CORPORATION (XNYS:TEX),TEX,$53.39 ,1.67
Truist Financial Corporation (XNYS:TFC),TFC,$45.27 ,0.86
"Triumph Financial, Inc. (XNYS:TFIN)",TFIN,$58.33 ,1.35
TFS FINANCIAL CORPORATION (XNAS:TFSL),TFSL,$13.36 ,0.75
TELEFLEX INCORPORATED (XNYS:TFX),TFX,$131.42 ,1.05
TREDEGAR CORPORATION (XNYS:TG),TG,$7.93 ,0.81
Tecnoglass Inc (XNYS:TGLS),TGLS,$73.64 ,1.87
TEGNA INC. (XNYS:TGNA),TGNA,$21.03 ,0.27
TARGET CORPORATION (XNYS:TGT),TGT,$91.24 ,1.19
"TG THERAPEUTICS, INC. (XNAS:TGTX)",TGTX,$32.16 ,1.94
TARGET HOSPITALITY CORP. (XNAS:TH),TH,$8.80 ,1.96
TENET HEALTHCARE CORPORATION (XNYS:THC),THC,$193.84 ,1.52
FIRST FINANCIAL CORPORATION (XNAS:THFF),THFF,$58.49 ,0.45
"THE HANOVER INSURANCE GROUP, INC. (XNYS:THG)",THG,$180.06 ,0.44
"THOR INDUSTRIES, INC. (XNYS:THO)",THO,$108.76 ,1.36
"THERMON GROUP HOLDINGS, INC. (XNYS:THR)",THR,$25.60 ,1.09
Third Harmonic Bio Inc (XNAS:THRD),THRD,$5.38 ,0.43
GENTHERM INCORPORATED (XNAS:THRM),THRM,$35.78 ,1.41
"THRYV HOLDINGS, INC. (XNAS:THRY)",THRY,$12.96 ,0.94
"TREEHOUSE FOODS, INC. (XNYS:THS)",THS,$17.54 ,0.24
ACUREN CORPORATION (XNYS:TIC),TIC,$11.51 ,-0.62
Millicom International Cellular SA (XNAS:TIGO),TIGO,$46.72 ,1.11
"INTERFACE, INC. (XNAS:TILE)",TILE,$28.16 ,2.07
TIPTREE INC. (XNAS:TIPT),TIPT,$24.67 ,1.18
TITAN MACHINERY INC. (XNAS:TITN),TITN,$20.03 ,1.32
"THE TJX COMPANIES, INC. (XNYS:TJX)",TJX,$141.20 ,0.92
Tinka Resources Limited (XTSX:TK),TK,$0.08 ,1.58
"TKO GROUP HOLDINGS, INC. (XNYS:TKO)",TKO,$199.44 ,0.77
THE TIMKEN COMPANY (XNYS:TKR),TKR,$78.16 ,1.27
TALEN ENERGY CORP (XNAS:TLN),TLN,$402.95 ,1.55
Treace Medical Concepts Inc (XNAS:TMCI),TMCI,$7.31 ,0.71
"TransMedics Group, Inc. (XNAS:TMDX)",TMDX,$118.65 ,2.09
TAYLOR MORRISON HOME CORPORATION (XNYS:TMHC),TMHC,$70.95 ,1.63
THERMO FISHER SCIENTIFIC INCORPORATED (XNYS:TMO),TMO,$489.38 ,0.78
TOMPKINS FINANCIAL CORPORATION (XNYS:TMP),TMP,$69.71 ,0.87
"T-MOBILE US, INC. (XNAS:TMUS)",TMUS,$241.30 ,0.6
Tennant Company (XNYS:TNC),TNC,$82.23 ,1.06
"Tandem Diabetes Care, Inc. (XNAS:TNDM)",TNDM,$12.79 ,1.5
"TRINET GROUP, INC. (XNYS:TNET)",TNET,$69.91 ,0.8
"TANGO THERAPEUTICS, INC. (XNAS:TNGX)",TNGX,$6.40 ,1.65
Teekay Tankers Ltd. (XNYS:TNK),TNK,$51.10 ,-0.07
TRAVEL + LEISURE CO. (XNYS:TNL),TNL,$63.11 ,1.51
"TOLL BROTHERS, INC. (XNYS:TOL)",TOL,$147.20 ,1.41
"TOAST, INC. (XNYS:TOST)",TOST,$40.63 ,2
TowneBank (XNAS:TOWN),TOWN,$35.97 ,0.87
"Turning Point Brands, Inc. (XNYS:TPB)",TPB,$100.79 ,0.76
TUTOR PERINI CORPORATION (XNYS:TPC),TPC,$62.75 ,1.86
TPG INC. (XNAS:TPG),TPG,$62.26 ,1.55
"TRI POINTE HOMES, INC. (XNYS:TPH)",TPH,$36.21 ,1.32
TEXAS PACIFIC LAND CORPORATION (XNYS:TPL),TPL,$941.21 ,1.14
"TAPESTRY, INC. (XNYS:TPR)",TPR,$106.37 ,1.58
"TOOTSIE ROLL INDUSTRIES, INC. (XNYS:TR)",TR,$39.93 ,0.45
TEJON RANCH CO. (XNYS:TRC),TRC,$16.83 ,0.66
"ENTRADA THERAPEUTICS, INC. (XNAS:TRDA)",TRDA,$5.24 ,-0.13
"LENDINGTREE, INC. (XNAS:TREE)",TREE,$72.70 ,1.74
"TREX COMPANY, INC. (XNYS:TREX)",TREX,$61.85 ,1.53
TARGA RESOURCES CORP. (XNYS:TRGP),TRGP,$165.51 ,1.14
"TRIPADVISOR, INC. (XNAS:TRIP)",TRIP,$17.95 ,1.23
TRIMBLE INC. (XNAS:TRMB),TRMB,$82.84 ,1.66
TRUSTMARK CORPORATION (XNAS:TRMK),TRMK,$40.03 ,0.67
"TOURMALINE BIO, INC. (XNAS:TRML)",TRML,$47.60 ,1.86
"TRINITY INDUSTRIES, INC. (XNYS:TRN)",TRN,$28.72 ,1.53
TERRENO REALTY CORPORATION (XNYS:TRNO),TRNO,$58.27 ,1.07
"TRANSCAT, INC. (XNAS:TRNS)",TRNS,$76.15 ,0.73
"T. ROWE PRICE GROUP, INC. (XNAS:TROW)",TROW,$105.92 ,1.53
TRONOX HOLDINGS PLC (XNYS:TROX),TROX,$4.92 ,1.27
TRIMAS CORPORATION (XNAS:TRS),TRS,$39.24 ,0.62
Trustpilot Group PLC (XLON:TRST),TRST,201.8,1.26
"TPG RE FINANCE TRUST, INC. (XNYS:TRTX)",TRTX,$9.58 ,1.74
TRU,TRU,#FIELD!,#FIELD!
TRUE,TRUE,#FIELD!,#FIELD!
"TRUPANION, INC. (XNAS:TRUP)",TRUP,$43.64 ,1.86
"The Travelers Companies, Inc. (XNYS:TRV)",TRV,$276.91 ,0.52
"TIMBERLAND BANCORP, INC. (XNAS:TSBK)",TSBK,$34.85 ,0.51
TRACTOR SUPPLY COMPANY (XNAS:TSCO),TSCO,$59.88 ,0.75
Taysha Gene Therapies Inc (XNAS:TSHA),TSHA,$3.25 ,0.96
"TESLA, INC. (XNAS:TSLA)",TSLA,$360.90 ,2.04
"TYSON FOODS, INCORPORATED (XNYS:TSN)",TSN,$56.00 ,0.57
Trane Technologies plc (XNYS:TT),TT,$421.10 ,1.13
THE TORO COMPANY (XNYS:TTC),TTC,$79.49 ,0.87
"THE TRADE DESK, INC. (XNAS:TTD)",TTD,$45.62 ,1.41
"TTEC Holdings, Inc. (XNAS:TTEC)",TTEC,$3.67 ,1.21
"TETRA TECH, INC. (XNAS:TTEK)",TTEK,$35.84 ,0.96
"TECHTARGET, INC. (XNAS:TTGT)",TTGT,$5.87 ,1.55
"TETRA TECHNOLOGIES, INC. (XNYS:TTI)",TTI,$4.81 ,1.3
